order_id,customer_id,status,total_amount,created_at,updated_at
ORD-1293,CUST-127,Cancelled,984.89,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1294,CUST-133,Cancelled,549.81,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1295,CUST-186,Cancelled,652.8,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1296,CUST-113,Completed,299.3,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1297,CUST-163,Completed,803.6,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1298,CUST-112,Processing,236.16,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1299,CUST-253,Cancelled,154.7,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1300,CUST-289,Completed,630.02,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1301,CUST-153,Completed,697.08,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1302,CUST-227,Completed,809.93,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1303,CUST-179,Cancelled,345.76,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1304,CUST-204,Processing,427.63,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1305,CUST-247,Completed,213.85,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1306,CUST-208,Cancelled,486.92,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1307,CUST-265,Completed,614.46,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1308,CUST-118,Processing,766.52,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1309,CUST-186,Processing,539.47,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1310,CUST-202,Cancelled,425.98,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1311,CUST-170,Completed,629.29,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1312,CUST-205,Cancelled,587.52,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1313,CUST-227,Completed,438.08,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1314,CUST-149,Completed,413.19,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1315,CUST-265,Cancelled,29.52,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1316,CUST-161,Processing,1540.04,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1317,CUST-263,Cancelled,133.97,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1318,CUST-292,Cancelled,474.6,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1319,CUST-192,Completed,719.86,2024-12-06 00:00:00,2024-12-06 00:00:00
ORD-1320,CUST-248,Completed,314.15,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1321,CUST-291,Cancelled,440.72,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1322,CUST-287,Completed,878.82,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1323,CUST-131,Cancelled,61.09,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1324,CUST-291,Completed,326.3,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1325,CUST-238,Completed,528.0,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1326,CUST-252,Completed,594.4,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1327,CUST-145,Cancelled,896.79,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1328,CUST-145,Cancelled,159.55,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1329,CUST-136,Completed,34.78,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1330,CUST-234,Processing,173.9,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1331,CUST-149,Completed,678.67,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1332,CUST-137,Cancelled,352.27,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1333,CUST-122,Completed,435.22,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1334,CUST-114,Processing,449.24,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1335,CUST-123,Cancelled,675.47,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1336,CUST-168,Completed,1145.89,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1337,CUST-123,Cancelled,65.28,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1338,CUST-189,Completed,69.56,2024-12-06 00:00:00,2024-12-06 00:00:00
ORD-1339,CUST-130,Cancelled,294.54,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1340,CUST-122,Processing,443.68,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1341,CUST-141,Completed,555.89,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1342,CUST-120,Cancelled,367.28,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1343,CUST-137,Processing,399.1,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1344,CUST-123,Processing,587.52,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1345,CUST-170,Cancelled,567.39,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1346,CUST-118,Processing,196.36,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1347,CUST-223,Completed,490.9,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1348,CUST-215,Completed,211.42,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1349,CUST-162,Completed,471.31,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1350,CUST-206,Completed,1090.49,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1351,CUST-128,Cancelled,49.09,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1352,CUST-158,Completed,522.24,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1353,CUST-241,Completed,883.69,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1354,CUST-174,Completed,206.64,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1355,CUST-144,Processing,798.56,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1356,CUST-276,Processing,770.79,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1357,CUST-199,Cancelled,652.8,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1358,CUST-106,Cancelled,819.59,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1359,CUST-134,Processing,212.88,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1360,CUST-220,Cancelled,362.53,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1361,CUST-215,Processing,509.58,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1362,CUST-232,Completed,632.54,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1363,CUST-234,Processing,1240.32,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1364,CUST-133,Cancelled,236.16,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1365,CUST-217,Cancelled,811.65,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1366,CUST-168,Processing,898.36,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1367,CUST-178,Processing,379.14,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1368,CUST-285,Cancelled,674.2,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1369,CUST-274,Processing,266.76,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1370,CUST-218,Cancelled,933.75,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1371,CUST-173,Processing,265.59,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1372,CUST-246,Cancelled,677.16,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1373,CUST-226,Processing,737.26,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1374,CUST-292,Completed,341.29,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1375,CUST-240,Completed,278.24,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1376,CUST-141,Completed,867.12,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1377,CUST-141,Completed,665.18,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1378,CUST-171,Processing,255.28,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1379,CUST-225,Completed,255.28,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1380,CUST-160,Processing,522.24,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1381,CUST-270,Cancelled,278.24,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1382,CUST-254,Cancelled,56.62,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1383,CUST-149,Processing,104.34,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1384,CUST-179,Processing,766.74,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1385,CUST-255,Completed,463.15,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1386,CUST-170,Completed,170.17,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1387,CUST-131,Completed,489.97,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1388,CUST-136,Completed,354.24,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1389,CUST-160,Completed,169.86,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1390,CUST-150,Cancelled,458.85,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1391,CUST-225,Completed,349.51,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1392,CUST-201,Cancelled,584.83,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1393,CUST-263,Cancelled,146.03,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1394,CUST-198,Cancelled,366.54,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1395,CUST-114,Processing,775.9,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1396,CUST-183,Completed,607.1,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1397,CUST-271,Processing,1003.62,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1398,CUST-265,Cancelled,154.7,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1399,CUST-296,Processing,928.92,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1400,CUST-178,Completed,680.72,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1401,CUST-213,Completed,339.51,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1402,CUST-132,Processing,366.22,2024-12-06 00:00:00,2024-12-06 00:00:00
ORD-1403,CUST-283,Cancelled,236.16,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1404,CUST-162,Completed,347.8,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1405,CUST-226,Cancelled,420.58,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1406,CUST-228,Completed,278.24,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1407,CUST-230,Processing,530.7,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1408,CUST-269,Completed,1132.04,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1409,CUST-271,Completed,46.41,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1410,CUST-126,Processing,236.16,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1411,CUST-294,Cancelled,376.98,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1412,CUST-187,Processing,204.84,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1413,CUST-103,Cancelled,628.3,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1414,CUST-160,Processing,448.39,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1415,CUST-269,Cancelled,403.95,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1416,CUST-125,Processing,226.78,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1417,CUST-143,Cancelled,516.44,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1418,CUST-192,Cancelled,295.2,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1419,CUST-285,Cancelled,750.18,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1420,CUST-251,Processing,549.81,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1421,CUST-166,Processing,62.83,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1422,CUST-116,Cancelled,605.02,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1423,CUST-275,Cancelled,984.27,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1424,CUST-241,Cancelled,375.39,2024-12-06 00:00:00,2024-12-06 00:00:00
ORD-1425,CUST-223,Completed,361.12,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1426,CUST-210,Cancelled,310.21,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1427,CUST-208,Completed,829.94,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1428,CUST-294,Completed,226.43,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1429,CUST-292,Processing,196.85,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1430,CUST-208,Cancelled,532.64,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1431,CUST-144,Completed,735.2,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1432,CUST-245,Completed,226.48,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1433,CUST-200,Processing,749.11,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1434,CUST-298,Cancelled,728.62,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1435,CUST-100,Cancelled,495.72,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1436,CUST-173,Completed,691.86,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1437,CUST-178,Cancelled,291.87,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1438,CUST-270,Cancelled,139.12,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1439,CUST-191,Processing,312.42,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1440,CUST-136,Completed,95.73,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1441,CUST-162,Cancelled,509.58,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1442,CUST-285,Processing,183.27,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1443,CUST-181,Cancelled,522.24,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1444,CUST-168,Cancelled,255.28,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1445,CUST-273,Completed,732.46,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1446,CUST-183,Processing,509.3,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1447,CUST-179,Completed,788.16,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1448,CUST-199,Completed,565.47,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1449,CUST-300,Processing,147.27,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1450,CUST-162,Processing,468.56,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1451,CUST-256,Processing,605.27,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1452,CUST-269,Completed,584.55,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1453,CUST-157,Cancelled,522.24,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1454,CUST-265,Cancelled,61.88,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1455,CUST-296,Completed,108.29,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1456,CUST-252,Cancelled,283.1,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1457,CUST-161,Completed,191.46,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1458,CUST-240,Cancelled,486.52,2024-12-07 00:00:00,2024-12-07 00:00:00
ORD-1459,CUST-194,Cancelled,490.9,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1460,CUST-170,Completed,577.34,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1461,CUST-194,Processing,647.9,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1462,CUST-255,Completed,320.12,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1463,CUST-173,Cancelled,30.55,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1464,CUST-277,Processing,125.66,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1465,CUST-229,Completed,127.64,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1466,CUST-286,Cancelled,808.47,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1467,CUST-217,Cancelled,460.57,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1468,CUST-268,Cancelled,778.09,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1469,CUST-250,Processing,226.48,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1470,CUST-125,Processing,152.75,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1471,CUST-297,Cancelled,557.42,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1472,CUST-250,Processing,291.57,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1473,CUST-195,Cancelled,374.18,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1474,CUST-288,Completed,122.18,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1475,CUST-156,Completed,392.72,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1476,CUST-130,Cancelled,652.8,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1477,CUST-115,Processing,287.19,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1478,CUST-249,Cancelled,1046.72,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1479,CUST-251,Completed,686.66,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1480,CUST-237,Completed,731.4,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1481,CUST-136,Cancelled,697.18,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1482,CUST-148,Processing,939.99,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1483,CUST-105,Completed,448.98,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1484,CUST-187,Cancelled,342.14,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1485,CUST-298,Processing,161.11,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1486,CUST-179,Cancelled,139.23,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1487,CUST-252,Completed,402.4,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1488,CUST-158,Completed,716.19,2024-12-06 00:00:00,2024-12-06 00:00:00
ORD-1489,CUST-270,Processing,349.68,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1490,CUST-243,Processing,610.9,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1491,CUST-298,Processing,861.48,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1492,CUST-128,Processing,108.29,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1493,CUST-201,Cancelled,261.12,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1494,CUST-260,Processing,376.98,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1495,CUST-229,Completed,476.59,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1496,CUST-156,Completed,374.73,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1497,CUST-154,Completed,98.18,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1498,CUST-242,Completed,933.24,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1499,CUST-268,Completed,88.56,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1500,CUST-192,Cancelled,98.18,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1501,CUST-204,Completed,758.83,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1502,CUST-124,Completed,363.8,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1503,CUST-187,Completed,417.4,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1504,CUST-285,Completed,1024.88,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1505,CUST-195,Processing,191.46,2024-12-06 00:00:00,2024-12-06 00:00:00
ORD-1506,CUST-277,Cancelled,139.23,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1507,CUST-138,Completed,291.87,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1508,CUST-294,Cancelled,994.84,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1509,CUST-118,Cancelled,522.24,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1510,CUST-169,Completed,363.53,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1511,CUST-285,Processing,188.49,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1512,CUST-103,Cancelled,565.47,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1513,CUST-178,Processing,696.89,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1514,CUST-123,Processing,127.64,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1515,CUST-162,Completed,605.71,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1516,CUST-294,Processing,139.12,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1517,CUST-273,Cancelled,1180.87,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1518,CUST-163,Processing,240.75,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1519,CUST-255,Completed,831.92,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1520,CUST-293,Processing,376.98,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1521,CUST-187,Cancelled,569.45,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1522,CUST-252,Completed,294.51,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1523,CUST-244,Cancelled,243.46,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1524,CUST-234,Cancelled,236.16,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1525,CUST-219,Processing,576.02,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1526,CUST-101,Completed,541.49,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1527,CUST-280,Cancelled,490.9,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1528,CUST-104,Cancelled,1263.29,2024-12-06 00:00:00,2024-12-06 00:00:00
ORD-1529,CUST-191,Completed,287.19,2024-12-21 00:00:00,2024-12-21 00:00:00
ORD-1530,CUST-134,Completed,366.54,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1531,CUST-123,Completed,1127.9,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1532,CUST-200,Processing,267.28,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1533,CUST-205,Completed,730.44,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1534,CUST-291,Completed,1495.74,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1535,CUST-292,Completed,516.44,2024-12-25 00:00:00,2024-12-25 00:00:00
ORD-1536,CUST-252,Cancelled,120.14,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1537,CUST-221,Processing,1191.28,2024-12-10 00:00:00,2024-12-10 00:00:00
ORD-1538,CUST-175,Processing,892.6,2024-12-16 00:00:00,2024-12-16 00:00:00
ORD-1539,CUST-237,Processing,186.68,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1540,CUST-253,Completed,528.61,2024-12-11 00:00:00,2024-12-11 00:00:00
ORD-1541,CUST-297,Processing,663.18,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1542,CUST-266,Completed,177.12,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1543,CUST-272,Processing,268.03,2024-12-12 00:00:00,2024-12-12 00:00:00
ORD-1544,CUST-248,Processing,108.29,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1545,CUST-224,Processing,630.02,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1546,CUST-153,Completed,287.19,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1547,CUST-143,Completed,375.01,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1548,CUST-189,Cancelled,1113.04,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1549,CUST-268,Completed,104.34,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1550,CUST-117,Completed,61.09,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1551,CUST-171,Processing,69.56,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1552,CUST-188,Completed,254.31,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1553,CUST-233,Cancelled,69.56,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1554,CUST-291,Cancelled,147.27,2024-12-22 00:00:00,2024-12-22 00:00:00
ORD-1555,CUST-223,Cancelled,425.26,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1556,CUST-173,Processing,61.09,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1557,CUST-213,Processing,383.59,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1558,CUST-169,Completed,434.92,2024-12-17 00:00:00,2024-12-17 00:00:00
ORD-1559,CUST-158,Cancelled,302.78,2024-12-15 00:00:00,2024-12-15 00:00:00
ORD-1560,CUST-255,Cancelled,664.18,2024-12-01 00:00:00,2024-12-01 00:00:00
ORD-1561,CUST-233,Cancelled,173.9,2024-12-14 00:00:00,2024-12-14 00:00:00
ORD-1562,CUST-146,Cancelled,760.9,2024-12-04 00:00:00,2024-12-04 00:00:00
ORD-1563,CUST-221,Cancelled,762.04,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1564,CUST-181,Cancelled,376.98,2024-12-20 00:00:00,2024-12-20 00:00:00
ORD-1565,CUST-220,Completed,833.49,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1566,CUST-299,Cancelled,217.58,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1567,CUST-125,Completed,549.81,2024-12-28 00:00:00,2024-12-28 00:00:00
ORD-1568,CUST-277,Cancelled,468.75,2024-12-08 00:00:00,2024-12-08 00:00:00
ORD-1569,CUST-295,Processing,874.54,2024-12-24 00:00:00,2024-12-24 00:00:00
ORD-1570,CUST-184,Completed,482.27,2024-12-13 00:00:00,2024-12-13 00:00:00
ORD-1571,CUST-258,Cancelled,531.98,2024-12-03 00:00:00,2024-12-03 00:00:00
ORD-1572,CUST-252,Completed,347.8,2024-12-06 00:00:00,2024-12-06 00:00:00
ORD-1573,CUST-142,Cancelled,766.63,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1574,CUST-261,Completed,494.07,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1575,CUST-101,Processing,959.6,2024-12-06 00:00:00,2024-12-06 00:00:00
ORD-1576,CUST-134,Completed,1096.38,2024-12-05 00:00:00,2024-12-05 00:00:00
ORD-1577,CUST-166,Cancelled,251.32,2024-12-09 00:00:00,2024-12-09 00:00:00
ORD-1578,CUST-172,Completed,835.07,2024-12-18 00:00:00,2024-12-18 00:00:00
ORD-1579,CUST-264,Completed,29.52,2024-12-19 00:00:00,2024-12-19 00:00:00
ORD-1580,CUST-203,Completed,452.96,2024-12-26 00:00:00,2024-12-26 00:00:00
ORD-1581,CUST-282,Completed,278.24,2024-12-02 00:00:00,2024-12-02 00:00:00
ORD-1582,CUST-264,Cancelled,449.66,2024-12-27 00:00:00,2024-12-27 00:00:00
ORD-1583,CUST-290,Completed,77.35,2024-12-23 00:00:00,2024-12-23 00:00:00
ORD-1584,CUST-242,Cancelled,392.72,2024-12-11 00:00:00,2024-12-11 00:00:00
