order_item_id,order_id,product_id,quantity,price,cost_price,created_at,updated_at
ITM-1708,ORD-1351,PROD-106,1,49.09,34.36,2024-12-24 00:00:00,2024-12-24 00:00:00
ITM-1709,ORD-1352,PROD-103,8,65.28,45.7,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-1710,ORD-1353,PROD-110,2,56.62,39.63,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-1711,ORD-1353,PROD-101,5,31.91,22.34,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-1712,ORD-1353,PROD-102,10,61.09,42.76,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-1713,ORD-1354,PROD-104,7,29.52,20.66,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-1714,ORD-1355,PROD-106,8,49.09,34.36,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1715,ORD-1355,PROD-105,6,15.47,10.83,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1716,ORD-1355,PROD-107,9,34.78,24.35,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1717,ORD-1356,PROD-103,9,65.28,45.7,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1718,ORD-1356,PROD-102,3,61.09,42.76,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1719,ORD-1357,PROD-103,10,65.28,45.7,2024-12-28 00:00:00,2024-12-28 00:00:00
ITM-1720,ORD-1358,PROD-102,7,61.09,42.76,2024-12-28 00:00:00,2024-12-28 00:00:00
ITM-1721,ORD-1358,PROD-104,5,29.52,20.66,2024-12-28 00:00:00,2024-12-28 00:00:00
ITM-1722,ORD-1358,PROD-102,4,61.09,42.76,2024-12-28 00:00:00,2024-12-28 00:00:00
ITM-1723,ORD-1359,PROD-103,1,65.28,45.7,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1724,ORD-1359,PROD-104,5,29.52,20.66,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1725,ORD-1360,PROD-104,8,29.52,20.66,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1726,ORD-1360,PROD-103,1,65.28,45.7,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1727,ORD-1360,PROD-102,1,61.09,42.76,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1728,ORD-1361,PROD-110,9,56.62,39.63,2024-12-24 00:00:00,2024-12-24 00:00:00
ITM-1729,ORD-1362,PROD-106,3,49.09,34.36,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-1730,ORD-1362,PROD-105,7,15.47,10.83,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-1731,ORD-1362,PROD-108,6,62.83,43.98,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-1732,ORD-1363,PROD-103,9,65.28,45.7,2024-12-03 00:00:00,2024-12-03 00:00:00
ITM-1733,ORD-1363,PROD-103,10,65.28,45.7,2024-12-03 00:00:00,2024-12-03 00:00:00
ITM-1734,ORD-1364,PROD-104,8,29.52,20.66,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-1735,ORD-1365,PROD-106,5,49.09,34.36,2024-12-26 00:00:00,2024-12-26 00:00:00
ITM-1736,ORD-1365,PROD-110,10,56.62,39.63,2024-12-26 00:00:00,2024-12-26 00:00:00
ITM-1737,ORD-1366,PROD-103,8,65.28,45.7,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1738,ORD-1366,PROD-101,7,31.91,22.34,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1739,ORD-1366,PROD-109,5,30.55,21.38,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1740,ORD-1367,PROD-109,6,30.55,21.38,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-1741,ORD-1367,PROD-103,3,65.28,45.7,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-1742,ORD-1368,PROD-109,6,30.55,21.38,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1743,ORD-1368,PROD-106,10,49.09,34.36,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1744,ORD-1369,PROD-107,1,34.78,24.35,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1745,ORD-1369,PROD-101,4,31.91,22.34,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1746,ORD-1369,PROD-107,3,34.78,24.35,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1747,ORD-1370,PROD-102,5,61.09,42.76,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1748,ORD-1370,PROD-108,10,62.83,43.98,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1749,ORD-1371,PROD-101,3,31.91,22.34,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1750,ORD-1371,PROD-110,3,56.62,39.63,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1751,ORD-1372,PROD-104,3,29.52,20.66,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1752,ORD-1372,PROD-109,10,30.55,21.38,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1753,ORD-1372,PROD-110,5,56.62,39.63,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1754,ORD-1373,PROD-104,3,29.52,20.66,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1755,ORD-1373,PROD-110,9,56.62,39.63,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1756,ORD-1373,PROD-107,4,34.78,24.35,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1757,ORD-1374,PROD-108,1,62.83,43.98,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-1758,ORD-1374,PROD-105,10,15.47,10.83,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-1759,ORD-1374,PROD-105,8,15.47,10.83,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-1760,ORD-1375,PROD-107,8,34.78,24.35,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-1761,ORD-1376,PROD-107,10,34.78,24.35,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-1762,ORD-1376,PROD-101,4,31.91,22.34,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-1763,ORD-1376,PROD-103,6,65.28,45.7,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-1764,ORD-1377,PROD-106,9,49.09,34.36,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-1765,ORD-1377,PROD-101,7,31.91,22.34,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-1766,ORD-1378,PROD-101,8,31.91,22.34,2024-12-15 00:00:00,2024-12-15 00:00:00
ITM-1767,ORD-1379,PROD-101,8,31.91,22.34,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1768,ORD-1380,PROD-103,8,65.28,45.7,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-1769,ORD-1381,PROD-107,8,34.78,24.35,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-1770,ORD-1382,PROD-110,1,56.62,39.63,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-1771,ORD-1383,PROD-107,3,34.78,24.35,2024-12-15 00:00:00,2024-12-15 00:00:00
ITM-1772,ORD-1384,PROD-108,10,62.83,43.98,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-1773,ORD-1384,PROD-102,1,61.09,42.76,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-1774,ORD-1384,PROD-105,5,15.47,10.83,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-1775,ORD-1385,PROD-105,1,15.47,10.83,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1776,ORD-1385,PROD-106,4,49.09,34.36,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1777,ORD-1385,PROD-108,4,62.83,43.98,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1778,ORD-1386,PROD-105,8,15.47,10.83,2024-12-26 00:00:00,2024-12-26 00:00:00
ITM-1779,ORD-1386,PROD-105,3,15.47,10.83,2024-12-26 00:00:00,2024-12-26 00:00:00
ITM-1780,ORD-1387,PROD-106,6,49.09,34.36,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-1781,ORD-1387,PROD-105,5,15.47,10.83,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-1782,ORD-1387,PROD-104,4,29.52,20.66,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-1783,ORD-1388,PROD-104,10,29.52,20.66,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-1784,ORD-1388,PROD-104,2,29.52,20.66,2024-12-01 00:00:00,2024-12-01 00:00:00
ITM-1785,ORD-1389,PROD-110,3,56.62,39.63,2024-12-03 00:00:00,2024-12-03 00:00:00
ITM-1786,ORD-1390,PROD-104,6,29.52,20.66,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1787,ORD-1390,PROD-102,2,61.09,42.76,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1788,ORD-1390,PROD-101,5,31.91,22.34,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1789,ORD-1391,PROD-103,2,65.28,45.7,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-1790,ORD-1391,PROD-110,3,56.62,39.63,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-1791,ORD-1391,PROD-106,1,49.09,34.36,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-1792,ORD-1392,PROD-108,3,62.83,43.98,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-1793,ORD-1392,PROD-110,7,56.62,39.63,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-1794,ORD-1393,PROD-103,2,65.28,45.7,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1795,ORD-1393,PROD-105,1,15.47,10.83,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1796,ORD-1394,PROD-102,6,61.09,42.76,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-1797,ORD-1395,PROD-104,5,29.52,20.66,2024-12-21 00:00:00,2024-12-21 00:00:00
ITM-1798,ORD-1395,PROD-108,10,62.83,43.98,2024-12-21 00:00:00,2024-12-21 00:00:00
ITM-1799,ORD-1396,PROD-107,2,34.78,24.35,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-1800,ORD-1396,PROD-101,3,31.91,22.34,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-1801,ORD-1396,PROD-106,9,49.09,34.36,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-1802,ORD-1397,PROD-102,2,61.09,42.76,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-1803,ORD-1397,PROD-102,8,61.09,42.76,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-1804,ORD-1397,PROD-106,8,49.09,34.36,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-1805,ORD-1398,PROD-105,10,15.47,10.83,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-1806,ORD-1399,PROD-102,6,61.09,42.76,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1807,ORD-1399,PROD-102,6,61.09,42.76,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1808,ORD-1399,PROD-103,3,65.28,45.7,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1809,ORD-1400,PROD-105,9,15.47,10.83,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-1810,ORD-1400,PROD-101,1,31.91,22.34,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-1811,ORD-1400,PROD-110,9,56.62,39.63,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-1812,ORD-1401,PROD-109,5,30.55,21.38,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-1813,ORD-1401,PROD-109,2,30.55,21.38,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-1814,ORD-1401,PROD-108,2,62.83,43.98,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-1815,ORD-1402,PROD-106,4,49.09,34.36,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-1816,ORD-1402,PROD-110,3,56.62,39.63,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-1817,ORD-1403,PROD-104,8,29.52,20.66,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1818,ORD-1404,PROD-107,10,34.78,24.35,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-1819,ORD-1405,PROD-107,7,34.78,24.35,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-1820,ORD-1405,PROD-104,6,29.52,20.66,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-1821,ORD-1406,PROD-107,8,34.78,24.35,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-1822,ORD-1407,PROD-104,8,29.52,20.66,2024-12-03 00:00:00,2024-12-03 00:00:00
ITM-1823,ORD-1407,PROD-106,6,49.09,34.36,2024-12-03 00:00:00,2024-12-03 00:00:00
ITM-1824,ORD-1408,PROD-102,5,61.09,42.76,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-1825,ORD-1408,PROD-103,4,65.28,45.7,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-1826,ORD-1408,PROD-108,9,62.83,43.98,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-1827,ORD-1409,PROD-105,3,15.47,10.83,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-1828,ORD-1410,PROD-104,8,29.52,20.66,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1829,ORD-1411,PROD-108,6,62.83,43.98,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1830,ORD-1412,PROD-107,5,34.78,24.35,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-1831,ORD-1412,PROD-105,2,15.47,10.83,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-1832,ORD-1413,PROD-108,10,62.83,43.98,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-1833,ORD-1414,PROD-101,2,31.91,22.34,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-1834,ORD-1414,PROD-107,4,34.78,24.35,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-1835,ORD-1414,PROD-106,5,49.09,34.36,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-1836,ORD-1415,PROD-109,8,30.55,21.38,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1837,ORD-1415,PROD-101,5,31.91,22.34,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1838,ORD-1416,PROD-105,2,15.47,10.83,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1839,ORD-1416,PROD-103,3,65.28,45.7,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1840,ORD-1417,PROD-104,1,29.52,20.66,2024-12-05 00:00:00,2024-12-05 00:00:00
ITM-1841,ORD-1417,PROD-107,8,34.78,24.35,2024-12-05 00:00:00,2024-12-05 00:00:00
ITM-1842,ORD-1417,PROD-107,6,34.78,24.35,2024-12-05 00:00:00,2024-12-05 00:00:00
ITM-1843,ORD-1418,PROD-104,10,29.52,20.66,2024-12-19 00:00:00,2024-12-19 00:00:00
ITM-1844,ORD-1419,PROD-102,5,61.09,42.76,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1845,ORD-1419,PROD-109,10,30.55,21.38,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1846,ORD-1419,PROD-105,9,15.47,10.83,2024-12-18 00:00:00,2024-12-18 00:00:00
ITM-1847,ORD-1420,PROD-102,9,61.09,42.76,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-1848,ORD-1421,PROD-108,1,62.83,43.98,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1849,ORD-1422,PROD-110,7,56.62,39.63,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-1850,ORD-1422,PROD-107,6,34.78,24.35,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-1851,ORD-1423,PROD-108,4,62.83,43.98,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-1852,ORD-1423,PROD-101,7,31.91,22.34,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-1853,ORD-1423,PROD-110,9,56.62,39.63,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-1854,ORD-1424,PROD-104,8,29.52,20.66,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-1855,ORD-1424,PROD-105,9,15.47,10.83,2024-12-06 00:00:00,2024-12-06 00:00:00
ITM-1856,ORD-1425,PROD-109,4,30.55,21.38,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1857,ORD-1425,PROD-109,3,30.55,21.38,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1858,ORD-1425,PROD-106,3,49.09,34.36,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1859,ORD-1426,PROD-103,4,65.28,45.7,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1860,ORD-1426,PROD-106,1,49.09,34.36,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1861,ORD-1427,PROD-101,7,31.91,22.34,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-1862,ORD-1427,PROD-106,8,49.09,34.36,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-1863,ORD-1427,PROD-109,7,30.55,21.38,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-1864,ORD-1428,PROD-103,2,65.28,45.7,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1865,ORD-1428,PROD-107,1,34.78,24.35,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1866,ORD-1428,PROD-102,1,61.09,42.76,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1867,ORD-1429,PROD-105,7,15.47,10.83,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1868,ORD-1429,PROD-104,3,29.52,20.66,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1869,ORD-1430,PROD-101,9,31.91,22.34,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1870,ORD-1430,PROD-106,5,49.09,34.36,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1871,ORD-1431,PROD-107,3,34.78,24.35,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1872,ORD-1431,PROD-103,7,65.28,45.7,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1873,ORD-1431,PROD-107,5,34.78,24.35,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1874,ORD-1432,PROD-110,4,56.62,39.63,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1875,ORD-1433,PROD-104,7,29.52,20.66,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1876,ORD-1433,PROD-101,9,31.91,22.34,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1877,ORD-1433,PROD-101,8,31.91,22.34,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1878,ORD-1434,PROD-101,2,31.91,22.34,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1879,ORD-1434,PROD-106,10,49.09,34.36,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1880,ORD-1434,PROD-107,5,34.78,24.35,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1881,ORD-1435,PROD-108,4,62.83,43.98,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-1882,ORD-1435,PROD-109,8,30.55,21.38,2024-12-14 00:00:00,2024-12-14 00:00:00
ITM-1883,ORD-1436,PROD-110,10,56.62,39.63,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1884,ORD-1436,PROD-108,2,62.83,43.98,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1885,ORD-1437,PROD-109,5,30.55,21.38,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1886,ORD-1437,PROD-107,2,34.78,24.35,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1887,ORD-1437,PROD-107,2,34.78,24.35,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1888,ORD-1438,PROD-107,4,34.78,24.35,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1889,ORD-1439,PROD-109,2,30.55,21.38,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1890,ORD-1439,PROD-108,4,62.83,43.98,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1891,ORD-1440,PROD-101,3,31.91,22.34,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-1892,ORD-1441,PROD-110,9,56.62,39.63,2024-12-21 00:00:00,2024-12-21 00:00:00
ITM-1893,ORD-1442,PROD-102,3,61.09,42.76,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1894,ORD-1443,PROD-103,8,65.28,45.7,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1895,ORD-1444,PROD-101,8,31.91,22.34,2024-12-03 00:00:00,2024-12-03 00:00:00
ITM-1896,ORD-1445,PROD-102,8,61.09,42.76,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-1897,ORD-1445,PROD-108,2,62.83,43.98,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-1898,ORD-1445,PROD-104,4,29.52,20.66,2024-12-20 00:00:00,2024-12-20 00:00:00
ITM-1899,ORD-1446,PROD-105,1,15.47,10.83,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1900,ORD-1446,PROD-101,9,31.91,22.34,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1901,ORD-1446,PROD-104,7,29.52,20.66,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1902,ORD-1447,PROD-110,4,56.62,39.63,2024-12-28 00:00:00,2024-12-28 00:00:00
ITM-1903,ORD-1447,PROD-108,8,62.83,43.98,2024-12-28 00:00:00,2024-12-28 00:00:00
ITM-1904,ORD-1447,PROD-104,2,29.52,20.66,2024-12-28 00:00:00,2024-12-28 00:00:00
ITM-1905,ORD-1448,PROD-108,9,62.83,43.98,2024-12-12 00:00:00,2024-12-12 00:00:00
ITM-1906,ORD-1449,PROD-106,3,49.09,34.36,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-1907,ORD-1450,PROD-103,2,65.28,45.7,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1908,ORD-1450,PROD-109,6,30.55,21.38,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1909,ORD-1450,PROD-105,10,15.47,10.83,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1910,ORD-1451,PROD-103,1,65.28,45.7,2024-12-26 00:00:00,2024-12-26 00:00:00
ITM-1911,ORD-1451,PROD-106,1,49.09,34.36,2024-12-26 00:00:00,2024-12-26 00:00:00
ITM-1912,ORD-1451,PROD-106,10,49.09,34.36,2024-12-26 00:00:00,2024-12-26 00:00:00
ITM-1913,ORD-1452,PROD-109,1,30.55,21.38,2024-12-05 00:00:00,2024-12-05 00:00:00
ITM-1914,ORD-1452,PROD-102,8,61.09,42.76,2024-12-05 00:00:00,2024-12-05 00:00:00
ITM-1915,ORD-1452,PROD-103,1,65.28,45.7,2024-12-05 00:00:00,2024-12-05 00:00:00
ITM-1916,ORD-1453,PROD-103,8,65.28,45.7,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1917,ORD-1454,PROD-105,4,15.47,10.83,2024-12-22 00:00:00,2024-12-22 00:00:00
ITM-1918,ORD-1455,PROD-105,7,15.47,10.83,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-1919,ORD-1456,PROD-110,5,56.62,39.63,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-1920,ORD-1457,PROD-101,6,31.91,22.34,2024-12-21 00:00:00,2024-12-21 00:00:00
ITM-1921,ORD-1458,PROD-104,6,29.52,20.66,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1922,ORD-1458,PROD-105,10,15.47,10.83,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1923,ORD-1458,PROD-105,10,15.47,10.83,2024-12-07 00:00:00,2024-12-07 00:00:00
ITM-1924,ORD-1459,PROD-106,10,49.09,34.36,2024-12-10 00:00:00,2024-12-10 00:00:00
ITM-1925,ORD-1460,PROD-106,5,49.09,34.36,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-1926,ORD-1460,PROD-104,8,29.52,20.66,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-1927,ORD-1460,PROD-101,3,31.91,22.34,2024-12-02 00:00:00,2024-12-02 00:00:00
ITM-1928,ORD-1461,PROD-108,2,62.83,43.98,2024-12-24 00:00:00,2024-12-24 00:00:00
ITM-1929,ORD-1461,PROD-103,8,65.28,45.7,2024-12-24 00:00:00,2024-12-24 00:00:00
ITM-1930,ORD-1462,PROD-106,4,49.09,34.36,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-1931,ORD-1462,PROD-105,1,15.47,10.83,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-1932,ORD-1462,PROD-105,7,15.47,10.83,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-1933,ORD-1463,PROD-109,1,30.55,21.38,2024-12-13 00:00:00,2024-12-13 00:00:00
ITM-1934,ORD-1464,PROD-108,2,62.83,43.98,2024-12-09 00:00:00,2024-12-09 00:00:00
ITM-1935,ORD-1465,PROD-101,4,31.91,22.34,2024-12-15 00:00:00,2024-12-15 00:00:00
ITM-1936,ORD-1466,PROD-101,1,31.91,22.34,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1937,ORD-1466,PROD-105,8,15.47,10.83,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1938,ORD-1466,PROD-103,10,65.28,45.7,2024-12-04 00:00:00,2024-12-04 00:00:00
ITM-1939,ORD-1467,PROD-107,5,34.78,24.35,2024-12-24 00:00:00,2024-12-24 00:00:00
ITM-1940,ORD-1467,PROD-108,3,62.83,43.98,2024-12-24 00:00:00,2024-12-24 00:00:00
ITM-1941,ORD-1467,PROD-106,2,49.09,34.36,2024-12-24 00:00:00,2024-12-24 00:00:00
ITM-1942,ORD-1468,PROD-106,10,49.09,34.36,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1943,ORD-1468,PROD-101,5,31.91,22.34,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1944,ORD-1468,PROD-101,4,31.91,22.34,2024-12-27 00:00:00,2024-12-27 00:00:00
ITM-1945,ORD-1469,PROD-110,4,56.62,39.63,2024-12-16 00:00:00,2024-12-16 00:00:00
ITM-1946,ORD-1470,PROD-109,5,30.55,21.38,2024-12-23 00:00:00,2024-12-23 00:00:00
ITM-1947,ORD-1471,PROD-109,8,30.55,21.38,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1948,ORD-1471,PROD-107,9,34.78,24.35,2024-12-08 00:00:00,2024-12-08 00:00:00
ITM-1949,ORD-1472,PROD-101,3,31.91,22.34,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-1950,ORD-1472,PROD-103,3,65.28,45.7,2024-12-25 00:00:00,2024-12-25 00:00:00
ITM-1951,ORD-1473,PROD-109,1,30.55,21.38,2024-12-03 00:00:00,2024-12-03 00:00:00
ITM-1952,ORD-1473,PROD-106,7,49.09,34.36,2024-12-03 00:00:00,2024-12-03 00:00:00
ITM-1953,ORD-1474,PROD-102,2,61.09,42.76,2024-12-26 00:00:00,2024-12-26 00:00:00
ITM-1954,ORD-1475,PROD-106,8,49.09,34.36,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1955,ORD-1476,PROD-103,10,65.28,45.7,2024-12-17 00:00:00,2024-12-17 00:00:00
ITM-1956,ORD-1477,PROD-101,9,31.91,22.34,2024-12-16 00:00:00,2024-12-16 00:00:00
